,CampaignId,TimePeriod,Revenue,Spend,Clicks,Impressions,Conversions,CampaignType,DailyBudget,CampaignName
0,566560838,2024-05-25,0.0,4.7,22,140,0.0,Search,10.0,Search_TM_Campaign_02
1,566560838,2024-05-26,0.0,4.300000000000001,14,120,0.0,Search,10.0,Search_TM_Campaign_02
2,566560838,2024-05-27,0.0,4.41,18,149,0.0,Search,10.0,Search_TM_Campaign_02
3,566560838,2024-05-28,0.0,2.61,8,135,0.0,Search,10.0,Search_TM_Campaign_02
4,566560838,2024-05-29,0.0,2.56,10,145,0.0,Search,10.0,Search_TM_Campaign_02
5,566560838,2024-05-30,0.0,2.6,10,203,0.0,Search,10.0,Search_TM_Campaign_02
6,566560838,2024-05-31,0.0,6.85,18,410,0.0,Search,10.0,Search_TM_Campaign_02
7,566560838,2024-06-01,0.0,29.68,61,1808,0.0,Search,10.0,Search_TM_Campaign_02
8,566560838,2024-06-02,0.0,25.58,59,2141,0.0,Search,10.0,Search_TM_Campaign_02
9,566560838,2024-06-03,0.0,54.42,111,4898,0.0,Search,10.0,Search_TM_Campaign_02
10,566560838,2024-06-04,0.0,79.26,149,5952,0.0,Search,10.0,Search_TM_Campaign_02
11,566560838,2024-06-05,0.0,85.44,175,7202,0.0,Search,10.0,Search_TM_Campaign_02
12,566560838,2024-06-06,0.0,96.07,188,7704,0.0,Search,10.0,Search_TM_Campaign_02
13,566560838,2024-06-07,0.0,110.47000000000001,212,7637,0.0,Search,10.0,Search_TM_Campaign_02
14,566560838,2024-06-08,0.0,102.34,208,7109,0.0,Search,10.0,Search_TM_Campaign_02
15,566560838,2024-06-09,0.0,107.39,198,6805,0.0,Search,10.0,Search_TM_Campaign_02
16,566560838,2024-06-10,0.0,99.54,204,9164,0.0,Search,10.0,Search_TM_Campaign_02
17,566560838,2024-06-11,0.0,128.21,230,8722,0.0,Search,10.0,Search_TM_Campaign_02
18,566560838,2024-06-12,0.0,123.95,226,9640,0.0,Search,10.0,Search_TM_Campaign_02
19,566560838,2024-06-13,0.0,109.75,210,10290,0.0,Search,10.0,Search_TM_Campaign_02
20,566560838,2024-06-14,0.0,131.09,250,10719,0.0,Search,10.0,Search_TM_Campaign_02
21,566560838,2024-06-15,0.0,119.78,236,9956,0.0,Search,10.0,Search_TM_Campaign_02
22,566560838,2024-06-16,0.0,148.99,273,9536,0.0,Search,10.0,Search_TM_Campaign_02
23,566560838,2024-06-17,0.0,132.75,254,11542,0.0,Search,10.0,Search_TM_Campaign_02
24,566560838,2024-06-18,0.0,132.34,267,11187,0.0,Search,10.0,Search_TM_Campaign_02
25,566560838,2024-06-19,0.0,138.09,261,11064,0.0,Search,10.0,Search_TM_Campaign_02
26,566560838,2024-06-20,0.0,136.78,275,11811,0.0,Search,10.0,Search_TM_Campaign_02
27,566560838,2024-06-21,0.0,118.47,229,11650,0.0,Search,10.0,Search_TM_Campaign_02
28,566560838,2024-06-22,0.0,122.92,237,11911,0.0,Search,10.0,Search_TM_Campaign_02
29,566560838,2024-06-23,0.0,120.82,238,10158,0.0,Search,10.0,Search_TM_Campaign_02
30,566560838,2024-06-24,0.0,114.53,234,10693,0.0,Search,10.0,Search_TM_Campaign_02
31,566560838,2024-06-25,0.0,117.05,226,11377,0.0,Search,10.0,Search_TM_Campaign_02
32,566560838,2024-06-26,0.0,150.79,290,12100,0.0,Search,10.0,Search_TM_Campaign_02
33,566560838,2024-06-27,0.0,149.08,283,12040,0.0,Search,10.0,Search_TM_Campaign_02
34,566560838,2024-06-28,0.0,104.78,209,8684,0.0,Search,10.0,Search_TM_Campaign_02
35,566560838,2024-06-29,0.0,139.22,280,11077,0.0,Search,10.0,Search_TM_Campaign_02
36,566560838,2024-06-30,0.0,206.09,369,13765,0.0,Search,10.0,Search_TM_Campaign_02
37,566560838,2024-07-01,0.0,162.04,345,14535,0.0,Search,10.0,Search_TM_Campaign_02
38,566560838,2024-07-02,0.0,162.68,327,15355,0.0,Search,10.0,Search_TM_Campaign_02
39,566560838,2024-07-03,0.0,113.08,240,12473,0.0,Search,10.0,Search_TM_Campaign_02
40,566560838,2024-07-04,0.0,109.67,211,9907,0.0,Search,10.0,Search_TM_Campaign_02
41,566560838,2024-07-05,0.0,259.05,447,13872,0.0,Search,10.0,Search_TM_Campaign_02
42,566560838,2024-07-06,0.0,104.53999999999999,243,10723,0.0,Search,10.0,Search_TM_Campaign_02
43,566560838,2024-07-07,0.0,132.8,276,11171,0.0,Search,10.0,Search_TM_Campaign_02
44,566560838,2024-07-08,0.0,142.49,303,12900,0.0,Search,10.0,Search_TM_Campaign_02
45,566560838,2024-07-09,0.0,125.88,276,12856,0.0,Search,10.0,Search_TM_Campaign_02
46,566560838,2024-07-10,0.0,139.71,290,12524,0.0,Search,10.0,Search_TM_Campaign_02
47,566560838,2024-07-11,0.0,153.68,299,13405,0.0,Search,10.0,Search_TM_Campaign_02
48,566560838,2024-07-12,0.0,125.31,268,12720,0.0,Search,10.0,Search_TM_Campaign_02
49,566560838,2024-07-13,0.0,103.39,225,10126,0.0,Search,10.0,Search_TM_Campaign_02
50,566560838,2024-07-14,0.0,110.23,231,10296,0.0,Search,10.0,Search_TM_Campaign_02
51,566560838,2024-07-15,0.0,131.81,284,11972,0.0,Search,10.0,Search_TM_Campaign_02
52,566560838,2024-07-16,0.0,109.3,259,11739,0.0,Search,10.0,Search_TM_Campaign_02
53,566560838,2024-07-17,0.0,121.51,283,11134,0.0,Search,10.0,Search_TM_Campaign_02
54,566560838,2024-07-18,0.0,126.69,268,12964,0.0,Search,10.0,Search_TM_Campaign_02
55,566560838,2024-07-19,0.0,146.97,304,13215,0.0,Search,10.0,Search_TM_Campaign_02
56,566560838,2024-07-20,0.0,139.28,303,11985,0.0,Search,10.0,Search_TM_Campaign_02
57,566560838,2024-07-21,0.0,119.29,265,12048,0.0,Search,10.0,Search_TM_Campaign_02
