,campaign_id,date_start,cpc,cpm,ctr,reach,spend,clicks,impressions,conversion,daily_budget,campaign_name
0,120210921616440533,2024-05-23,12.098633,55.677992,1.622805,0.0,85.0,37.0,5188.0,0.0,,Generic_Campaign_02
1,120210921616440533,2024-05-24,17.178181,63.252888999999996,2.017416,0.0,84.99999999999999,38.0,5080.0,183.0,,Generic_Campaign_02
2,120210921616440533,2024-05-25,3.593158,58.219209,0.501055,0.0,85.0,19.0,4627.0,163.2,,Generic_Campaign_02
3,120210921616440533,2024-05-26,5.604305999999999,65.976251,3.323278,0.0,85.0,46.0,4282.0,0.0,,Generic_Campaign_02
4,120210921616440533,2024-05-27,10.832323,51.720998,2.522805,0.0,85.0,57.0,6355.0,206.4,,Generic_Campaign_02
5,120210921616440533,2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Generic_Campaign_02
6,120210921616440533,2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Generic_Campaign_02
7,120214631839140533,2024-11-14,3.998189,130.35038,6.854839999999999,0.0,63.47,46.0,2166.0,0.0,500.0,Prospecting_DPA_Campaign_04
8,120214631839140533,2024-11-15,3.024842,235.898538,3.137422,0.0,91.38999999999999,61.0,4255.0,0.0,500.0,Prospecting_DPA_Campaign_04
9,120214631839140533,2024-11-16,7.088542,375.217704,13.056921,0.0,88.88999999999999,54.0,1037.0,286.77,500.0,Prospecting_DPA_Campaign_04
10,120214631839140533,2024-11-17,8.255067,396.081454,10.084549,0.0,113.480001,60.0,1377.0,0.0,500.0,Prospecting_DPA_Campaign_04
11,120214631839140533,2024-11-18,3.554424,272.928972,10.449086000000001,0.0,169.15999999999997,88.0,1677.0,1151.12,500.0,Prospecting_DPA_Campaign_04
12,120214631839140533,2024-11-19,4.8700410000000005,223.583745,35.022362,0.0,432.10999899999996,602.0,8784.0,2215.3199999999997,500.0,Prospecting_DPA_Campaign_04
13,120214631839140533,2024-11-20,4.34361,259.450935,24.690251,0.0,1466.439999,2136.0,34677.0,3437.1600000000003,500.0,Prospecting_DPA_Campaign_04
14,120214631839140533,2024-11-21,5.573595999999999,246.646258,24.726537999999998,0.0,952.6000009999999,1431.0,22604.0,2417.2000000000003,500.0,Prospecting_DPA_Campaign_04
15,120214631839140533,2024-11-22,3.3494349999999997,191.26624700000002,28.94572,0.0,783.400001,1440.0,26523.0,3964.74,500.0,Prospecting_DPA_Campaign_04
16,120214631839140533,2024-11-23,5.0651079999999995,233.33646,31.526931,0.0,724.4199990000001,1185.0,23358.0,3915.77,500.0,Prospecting_DPA_Campaign_04
17,120214631839140533,2024-11-24,2.680044,189.086452,18.77824,0.0,1108.09,1761.0,32088.0,4810.870000000001,500.0,Prospecting_DPA_Campaign_04
18,120214631839140533,2024-11-25,4.8634509999999995,208.14972600000002,19.215791,0.0,993.2,1599.0,32601.0,3909.99,500.0,Prospecting_DPA_Campaign_04
19,120214631839140533,2024-11-26,4.863448,213.307581,15.490856,0.0,950.91,990.0,19559.0,1385.84,500.0,Prospecting_DPA_Campaign_04
